2022-04-08T16:45:43.508626, 12.56
2022-04-08T16:45:43.759279, 12.25
2022-04-08T16:45:44.008669, 12.23
2022-04-08T16:45:44.258293, 12.21
2022-04-08T16:45:44.509467, 12.20
2022-04-08T16:45:44.758328, 12.18
2022-04-08T16:45:45.008801, 12.17
2022-04-08T16:45:45.258961, 12.17
2022-04-08T16:45:45.508878, 12.16
2022-04-08T16:45:45.759470, 12.14
2022-04-08T16:45:46.008476, 12.13
2022-04-08T16:45:46.258944, 12.13
2022-04-08T16:45:46.508717, 12.13
2022-04-08T16:45:46.758989, 12.11
2022-04-08T16:45:47.008862, 12.09
2022-04-08T16:45:47.258651, 12.09
2022-04-08T16:45:47.508855, 12.09
2022-04-08T16:45:47.758685, 12.09
2022-04-08T16:45:48.008882, 12.09
2022-04-08T16:45:48.258762, 12.06
2022-04-08T16:45:48.509360, 12.05
2022-04-08T16:45:48.758819, 12.05
2022-04-08T16:45:49.008845, 12.05
2022-04-08T16:45:49.259288, 12.05
2022-04-08T16:45:49.508942, 12.05
2022-04-08T16:45:49.758921, 12.04
2022-04-08T16:45:50.009108, 12.03
2022-04-08T16:45:50.259137, 12.02
2022-04-08T16:45:50.509163, 12.01
2022-04-08T16:45:50.759056, 12.01
2022-04-08T16:45:51.009218, 12.01
2022-04-08T16:45:51.258785, 12.01
2022-04-08T16:45:51.509125, 12.01
2022-04-08T16:45:51.759169, 12.01
2022-04-08T16:45:52.008619, 12.00
2022-04-08T16:45:52.259232, 11.99
2022-04-08T16:45:52.509255, 11.98
2022-04-08T16:45:52.759302, 11.97
2022-04-08T16:45:53.009315, 11.97
2022-04-08T16:45:53.258733, 11.97
2022-04-08T16:45:53.508806, 11.97
2022-04-08T16:45:53.758836, 11.97
2022-04-08T16:45:54.009435, 11.97
2022-04-08T16:45:54.259466, 11.97
2022-04-08T16:45:54.509498, 11.97
2022-04-08T16:45:54.758532, 11.97
2022-04-08T16:45:55.008971, 11.96
2022-04-08T16:45:55.259012, 11.95
2022-04-08T16:45:55.509028, 11.94
2022-04-08T16:45:55.759641, 11.93
2022-04-08T16:45:56.009099, 11.93
2022-04-08T16:45:56.258708, 11.93
2022-04-08T16:45:56.509126, 11.93
2022-04-08T16:45:56.759165, 11.93
2022-04-08T16:45:57.008792, 11.93
2022-04-08T16:45:57.259246, 11.93
2022-04-08T16:45:57.508855, 11.93
2022-04-08T16:45:57.758878, 11.93
2022-04-08T16:45:58.009326, 11.93
2022-04-08T16:45:58.259091, 11.92
2022-04-08T16:45:58.509377, 11.92
2022-04-08T16:45:58.758986, 11.92
2022-04-08T16:45:59.009019, 11.91
2022-04-08T16:45:59.259050, 11.90
2022-04-08T16:45:59.509073, 11.89
2022-04-08T16:45:59.759102, 11.89
2022-04-08T16:46:00.009133, 11.89
2022-04-08T16:46:00.259179, 11.89
2022-04-08T16:46:00.509175, 11.89
2022-04-08T16:46:00.759223, 11.89
2022-04-08T16:46:01.008670, 11.89
2022-04-08T16:46:01.259280, 11.89
2022-04-08T16:46:01.508925, 11.89
2022-04-08T16:46:01.759324, 11.89
2022-04-08T16:46:02.009359, 11.88
2022-04-08T16:46:02.259383, 11.88
2022-04-08T16:46:02.509007, 11.88
2022-04-08T16:46:02.759137, 11.88
2022-04-08T16:46:03.009467, 11.88
2022-04-08T16:46:03.259506, 11.88
2022-04-08T16:46:03.508944, 11.87
2022-04-08T16:46:03.758963, 11.87
2022-04-08T16:46:04.009009, 11.86
2022-04-08T16:46:04.259622, 11.85
2022-04-08T16:46:04.509783, 11.85
2022-04-08T16:46:04.758682, 11.85
2022-04-08T16:46:05.008704, 11.85
2022-04-08T16:46:05.259293, 11.85
2022-04-08T16:46:05.509325, 11.85
2022-04-08T16:46:05.759799, 11.85
2022-04-08T16:46:06.009831, 11.85
2022-04-08T16:46:06.259003, 11.85
2022-04-08T16:46:06.509041, 11.85
2022-04-08T16:46:06.759066, 11.85
2022-04-08T16:46:07.009357, 11.85
2022-04-08T16:46:07.259381, 11.85
2022-04-08T16:46:07.509422, 11.84
2022-04-08T16:46:07.759026, 11.84
2022-04-08T16:46:08.009066, 11.84
